milestone_id,project_id,milestone_name,sequence,planned_date,actual_date,status,delay_days,dependency_type
PRJ-SYN-000016-M-08,PRJ-SYN-000016,"Equipment Installation, Signaling & Substation Integration",8,2028-04-07,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-000016-M-09,PRJ-SYN-000016,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2028-07-22,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-000016-M-10,PRJ-SYN-000016,"Final Trial Runs, COD Commercial Operation & Handover",10,2028-10-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-000017-M-01,PRJ-SYN-000017,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-11-23,2020-12-11,COMPLETED,18,ADMINISTRATIVE
PRJ-SYN-000017-M-02,PRJ-SYN-000017,Statutory Environmental & Forest Clearance Stage-I,2,2021-06-30,2021-08-02,COMPLETED,33,STATUTORY
PRJ-SYN-000017-M-03,PRJ-SYN-000017,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-02-04,2022-03-26,COMPLETED,50,LAND_ACQUISITION
PRJ-SYN-000017-M-04,PRJ-SYN-000017,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-09-11,2022-10-25,COMPLETED,44,PROCUREMENT
PRJ-SYN-000017-M-05,PRJ-SYN-000017,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2023-06-01,2023-07-22,COMPLETED,51,RIGHT_OF_WAY
PRJ-SYN-000017-M-06,PRJ-SYN-000017,"Major Substructure, Earthwork & Foundation Works (50%)",6,2024-04-25,2024-07-01,COMPLETED,67,CIVIL_WORKS
PRJ-SYN-000017-M-07,PRJ-SYN-000017,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-03-19,2025-06-05,COMPLETED,78,CIVIL_WORKS
PRJ-SYN-000017-M-08,PRJ-SYN-000017,"Equipment Installation, Signaling & Substation Integration",8,2025-10-24,2026-02-05,COMPLETED,104,SYSTEMS_EQUIPMENT
PRJ-SYN-000017-M-09,PRJ-SYN-000017,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-03-05,2026-06-27,COMPLETED,114,STATUTORY_INSPECTION
PRJ-SYN-000017-M-10,PRJ-SYN-000017,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-06-01,,AT_RISK,75,COMMISSIONING
PRJ-SYN-000018-M-01,PRJ-SYN-000018,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-02-25,2023-04-27,COMPLETED,61,ADMINISTRATIVE
PRJ-SYN-000018-M-02,PRJ-SYN-000018,Statutory Environmental & Forest Clearance Stage-I,2,2023-07-21,2023-10-31,COMPLETED,102,STATUTORY
PRJ-SYN-000018-M-03,PRJ-SYN-000018,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-12-15,2024-04-30,COMPLETED,137,LAND_ACQUISITION
PRJ-SYN-000018-M-04,PRJ-SYN-000018,"EPC Tendering, Technical Evaluation & Contract Award",4,2024-05-09,2024-11-11,COMPLETED,186,PROCUREMENT
PRJ-SYN-000018-M-05,PRJ-SYN-000018,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-10-31,2025-06-18,COMPLETED,230,RIGHT_OF_WAY
PRJ-SYN-000018-M-06,PRJ-SYN-000018,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-06-07,2026-03-14,COMPLETED,280,CIVIL_WORKS
PRJ-SYN-000018-M-07,PRJ-SYN-000018,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2026-01-12,,DELAYED,570,CIVIL_WORKS
PRJ-SYN-000018-M-08,PRJ-SYN-000018,"Equipment Installation, Signaling & Substation Integration",8,2026-06-07,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-000018-M-09,PRJ-SYN-000018,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-09-03,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-000018-M-10,PRJ-SYN-000018,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-11-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-000019-M-01,PRJ-SYN-000019,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-10-01,2023-11-15,COMPLETED,45,ADMINISTRATIVE
PRJ-SYN-000019-M-02,PRJ-SYN-000019,Statutory Environmental & Forest Clearance Stage-I,2,2024-04-10,2024-07-18,COMPLETED,99,STATUTORY
PRJ-SYN-000019-M-03,PRJ-SYN-000019,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2024-10-19,2025-03-19,COMPLETED,151,LAND_ACQUISITION
PRJ-SYN-000019-M-04,PRJ-SYN-000019,"EPC Tendering, Technical Evaluation & Contract Award",4,2025-04-29,2025-11-09,COMPLETED,194,PROCUREMENT
PRJ-SYN-000019-M-05,PRJ-SYN-000019,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2025-12-15,,DELAYED,600,RIGHT_OF_WAY
PRJ-SYN-000019-M-06,PRJ-SYN-000019,"Major Substructure, Earthwork & Foundation Works (50%)",6,2026-09-29,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-000019-M-07,PRJ-SYN-000019,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2027-07-14,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-000019-M-08,PRJ-SYN-000019,"Equipment Installation, Signaling & Substation Integration",8,2028-01-22,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-000019-M-09,PRJ-SYN-000019,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2028-05-16,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-000019-M-10,PRJ-SYN-000019,"Final Trial Runs, COD Commercial Operation & Handover",10,2028-08-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-000020-M-01,PRJ-SYN-000020,Feasibility Study & Detailed Project Report (DPR) Approval,1,2019-05-06,2019-06-09,COMPLETED,34,ADMINISTRATIVE
PRJ-SYN-000020-M-02,PRJ-SYN-000020,Statutory Environmental & Forest Clearance Stage-I,2,2019-09-02,2019-11-26,COMPLETED,85,STATUTORY
PRJ-SYN-000020-M-03,PRJ-SYN-000020,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2019-12-29,2020-04-21,COMPLETED,114,LAND_ACQUISITION
PRJ-SYN-000020-M-04,PRJ-SYN-000020,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-04-26,2020-10-03,COMPLETED,160,PROCUREMENT
PRJ-SYN-000020-M-05,PRJ-SYN-000020,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-09-15,2021-03-30,COMPLETED,196,RIGHT_OF_WAY
PRJ-SYN-000020-M-06,PRJ-SYN-000020,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-03-12,2021-11-04,COMPLETED,237,CIVIL_WORKS
PRJ-SYN-000020-M-07,PRJ-SYN-000020,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2021-09-06,2022-06-06,COMPLETED,273,CIVIL_WORKS
PRJ-SYN-000020-M-08,PRJ-SYN-000020,"Equipment Installation, Signaling & Substation Integration",8,2022-01-02,2022-11-18,COMPLETED,320,SYSTEMS_EQUIPMENT
PRJ-SYN-000020-M-09,PRJ-SYN-000020,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-03-14,2023-02-25,COMPLETED,348,STATUTORY_INSPECTION
PRJ-SYN-000020-M-10,PRJ-SYN-000020,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-05-01,2023-06-02,COMPLETED,397,COMMISSIONING
PRJ-SYN-000021-M-01,PRJ-SYN-000021,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-01-11,2023-02-25,COMPLETED,45,ADMINISTRATIVE
PRJ-SYN-000021-M-02,PRJ-SYN-000021,Statutory Environmental & Forest Clearance Stage-I,2,2023-05-19,2023-07-27,COMPLETED,69,STATUTORY
PRJ-SYN-000021-M-03,PRJ-SYN-000021,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-09-23,2024-01-05,COMPLETED,104,LAND_ACQUISITION
PRJ-SYN-000021-M-04,PRJ-SYN-000021,"EPC Tendering, Technical Evaluation & Contract Award",4,2024-01-29,2024-05-27,COMPLETED,119,PROCUREMENT
PRJ-SYN-000021-M-05,PRJ-SYN-000021,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-07-01,2024-11-26,COMPLETED,148,RIGHT_OF_WAY
PRJ-SYN-000021-M-06,PRJ-SYN-000021,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-01-08,2025-07-14,COMPLETED,187,CIVIL_WORKS
PRJ-SYN-000021-M-07,PRJ-SYN-000021,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-07-19,2026-02-27,COMPLETED,223,CIVIL_WORKS
PRJ-SYN-000021-M-08,PRJ-SYN-000021,"Equipment Installation, Signaling & Substation Integration",8,2025-11-24,,DELAYED,390,SYSTEMS_EQUIPMENT
PRJ-SYN-000021-M-09,PRJ-SYN-000021,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-02-08,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-000021-M-10,PRJ-SYN-000021,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-04-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-000022-M-01,PRJ-SYN-000022,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-01-13,2020-01-15,COMPLETED,2,ADMINISTRATIVE
PRJ-SYN-000022-M-02,PRJ-SYN-000022,Statutory Environmental & Forest Clearance Stage-I,2,2020-05-23,2020-06-06,COMPLETED,14,STATUTORY
PRJ-SYN-000022-M-03,PRJ-SYN-000022,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-10-01,2020-10-16,COMPLETED,15,LAND_ACQUISITION
PRJ-SYN-000022-M-04,PRJ-SYN-000022,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-02-09,2021-03-05,COMPLETED,24,PROCUREMENT
PRJ-SYN-000022-M-05,PRJ-SYN-000022,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2021-07-16,2021-08-01,COMPLETED,16,RIGHT_OF_WAY
PRJ-SYN-000022-M-06,PRJ-SYN-000022,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-01-28,2022-03-12,COMPLETED,43,CIVIL_WORKS
PRJ-SYN-000022-M-07,PRJ-SYN-000022,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2022-08-12,2022-09-08,COMPLETED,27,CIVIL_WORKS
PRJ-SYN-000022-M-08,PRJ-SYN-000022,"Equipment Installation, Signaling & Substation Integration",8,2022-12-21,2023-02-07,COMPLETED,48,SYSTEMS_EQUIPMENT
PRJ-SYN-000022-M-09,PRJ-SYN-000022,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-03-09,2023-04-27,COMPLETED,49,STATUTORY_INSPECTION
PRJ-SYN-000022-M-10,PRJ-SYN-000022,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-05-01,2023-06-15,COMPLETED,45,COMMISSIONING
PRJ-SYN-000023-M-01,PRJ-SYN-000023,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-07-14,2021-07-30,COMPLETED,16,ADMINISTRATIVE
PRJ-SYN-000023-M-02,PRJ-SYN-000023,Statutory Environmental & Forest Clearance Stage-I,2,2022-02-02,2022-03-06,COMPLETED,32,STATUTORY
PRJ-SYN-000023-M-03,PRJ-SYN-000023,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-08-25,2022-10-14,COMPLETED,50,LAND_ACQUISITION
PRJ-SYN-000023-M-04,PRJ-SYN-000023,"EPC Tendering, Technical Evaluation & Contract Award",4,2023-03-17,2023-06-13,COMPLETED,88,PROCUREMENT
PRJ-SYN-000023-M-05,PRJ-SYN-000023,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2023-11-17,2024-02-27,COMPLETED,102,RIGHT_OF_WAY
PRJ-SYN-000023-M-06,PRJ-SYN-000023,"Major Substructure, Earthwork & Foundation Works (50%)",6,2024-09-17,2025-01-22,COMPLETED,127,CIVIL_WORKS
PRJ-SYN-000023-M-07,PRJ-SYN-000023,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-07-20,2025-12-16,COMPLETED,149,CIVIL_WORKS
PRJ-SYN-000023-M-08,PRJ-SYN-000023,"Equipment Installation, Signaling & Substation Integration",8,2026-02-09,2026-07-16,COMPLETED,157,SYSTEMS_EQUIPMENT
PRJ-SYN-000023-M-09,PRJ-SYN-000023,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-06-11,,DELAYED,240,STATUTORY_INSPECTION
PRJ-SYN-000023-M-10,PRJ-SYN-000023,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-09-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-000024-M-01,PRJ-SYN-000024,Feasibility Study & Detailed Project Report (DPR) Approval,1,2018-05-04,2018-06-13,COMPLETED,40,ADMINISTRATIVE
PRJ-SYN-000024-M-02,PRJ-SYN-000024,Statutory Environmental & Forest Clearance Stage-I,2,2018-08-27,2018-11-16,COMPLETED,81,STATUTORY
PRJ-SYN-000024-M-03,PRJ-SYN-000024,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2018-12-21,2019-03-28,COMPLETED,97,LAND_ACQUISITION
PRJ-SYN-000024-M-04,PRJ-SYN-000024,"EPC Tendering, Technical Evaluation & Contract Award",4,2019-04-15,2019-09-03,COMPLETED,141,PROCUREMENT
PRJ-SYN-000024-M-05,PRJ-SYN-000024,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2019-09-01,2020-02-24,COMPLETED,176,RIGHT_OF_WAY
PRJ-SYN-000024-M-06,PRJ-SYN-000024,"Major Substructure, Earthwork & Foundation Works (50%)",6,2020-02-21,2020-09-15,COMPLETED,207,CIVIL_WORKS
PRJ-SYN-000024-M-07,PRJ-SYN-000024,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2020-08-13,2021-04-01,COMPLETED,231,CIVIL_WORKS
PRJ-SYN-000024-M-08,PRJ-SYN-000024,"Equipment Installation, Signaling & Substation Integration",8,2020-12-06,2021-09-03,COMPLETED,271,SYSTEMS_EQUIPMENT
PRJ-SYN-000024-M-09,PRJ-SYN-000024,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2021-02-13,2021-12-15,COMPLETED,305,STATUTORY_INSPECTION
PRJ-SYN-000024-M-10,PRJ-SYN-000024,"Final Trial Runs, COD Commercial Operation & Handover",10,2021-04-01,2022-03-14,COMPLETED,347,COMMISSIONING
PRJ-SYN-000025-M-01,PRJ-SYN-000025,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-10-29,2021-11-21,COMPLETED,23,ADMINISTRATIVE
PRJ-SYN-000025-M-02,PRJ-SYN-000025,Statutory Environmental & Forest Clearance Stage-I,2,2022-01-10,2022-01-30,COMPLETED,20,STATUTORY
PRJ-SYN-000025-M-03,PRJ-SYN-000025,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-03-24,2022-04-30,COMPLETED,37,LAND_ACQUISITION
PRJ-SYN-000025-M-04,PRJ-SYN-000025,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-06-05,2022-07-07,COMPLETED,32,PROCUREMENT
PRJ-SYN-000025-M-05,PRJ-SYN-000025,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-09-01,2022-11-03,COMPLETED,63,RIGHT_OF_WAY
PRJ-SYN-000025-M-06,PRJ-SYN-000025,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-12-19,2023-02-21,COMPLETED,64,CIVIL_WORKS
PRJ-SYN-000025-M-07,PRJ-SYN-000025,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-04-08,2023-06-11,COMPLETED,64,CIVIL_WORKS
PRJ-SYN-000025-M-08,PRJ-SYN-000025,"Equipment Installation, Signaling & Substation Integration",8,2023-06-20,2023-08-31,COMPLETED,72,SYSTEMS_EQUIPMENT
PRJ-SYN-000025-M-09,PRJ-SYN-000025,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-08-02,2023-11-01,COMPLETED,91,STATUTORY_INSPECTION
PRJ-SYN-000025-M-10,PRJ-SYN-000025,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-09-01,2023-12-11,COMPLETED,101,COMMISSIONING
PRJ-SYN-000026-M-01,PRJ-SYN-000026,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-11-04,2021-11-29,COMPLETED,25,ADMINISTRATIVE
PRJ-SYN-000026-M-02,PRJ-SYN-000026,Statutory Environmental & Forest Clearance Stage-I,2,2022-03-02,2022-04-25,COMPLETED,54,STATUTORY
PRJ-SYN-000026-M-03,PRJ-SYN-000026,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-06-29,2022-08-31,COMPLETED,63,LAND_ACQUISITION
PRJ-SYN-000026-M-04,PRJ-SYN-000026,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-10-26,2023-01-19,COMPLETED,85,PROCUREMENT
PRJ-SYN-000026-M-05,PRJ-SYN-000026,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2023-03-18,2023-07-10,COMPLETED,114,RIGHT_OF_WAY
PRJ-SYN-000026-M-06,PRJ-SYN-000026,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-09-12,2024-02-05,COMPLETED,146,CIVIL_WORKS
PRJ-SYN-000026-M-07,PRJ-SYN-000026,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2024-03-08,2024-08-10,COMPLETED,155,CIVIL_WORKS
PRJ-SYN-000026-M-08,PRJ-SYN-000026,"Equipment Installation, Signaling & Substation Integration",8,2024-07-05,2024-12-21,COMPLETED,169,SYSTEMS_EQUIPMENT
PRJ-SYN-000026-M-09,PRJ-SYN-000026,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2024-09-14,2025-04-02,COMPLETED,200,STATUTORY_INSPECTION
PRJ-SYN-000026-M-10,PRJ-SYN-000026,"Final Trial Runs, COD Commercial Operation & Handover",10,2024-11-01,2025-06-07,COMPLETED,218,COMMISSIONING
PRJ-SYN-000027-M-01,PRJ-SYN-000027,Feasibility Study & Detailed Project Report (DPR) Approval,1,2022-04-08,2022-06-26,COMPLETED,79,ADMINISTRATIVE
PRJ-SYN-000027-M-02,PRJ-SYN-000027,Statutory Environmental & Forest Clearance Stage-I,2,2022-10-22,2023-03-12,COMPLETED,141,STATUTORY
PRJ-SYN-000027-M-03,PRJ-SYN-000027,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-05-08,2023-12-12,COMPLETED,218,LAND_ACQUISITION
PRJ-SYN-000027-M-04,PRJ-SYN-000027,"EPC Tendering, Technical Evaluation & Contract Award",4,2023-11-22,2024-08-24,COMPLETED,276,PROCUREMENT
PRJ-SYN-000027-M-05,PRJ-SYN-000027,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-07-16,2025-07-05,COMPLETED,354,RIGHT_OF_WAY
PRJ-SYN-000027-M-06,PRJ-SYN-000027,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-05-09,2026-07-20,COMPLETED,437,CIVIL_WORKS
PRJ-SYN-000027-M-07,PRJ-SYN-000027,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2026-03-01,,DELAYED,870,CIVIL_WORKS
PRJ-SYN-000027-M-08,PRJ-SYN-000027,"Equipment Installation, Signaling & Substation Integration",8,2026-09-15,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-000027-M-09,PRJ-SYN-000027,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2027-01-11,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-000027-M-10,PRJ-SYN-000027,"Final Trial Runs, COD Commercial Operation & Handover",10,2027-04-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-000028-M-01,PRJ-SYN-000028,Feasibility Study & Detailed Project Report (DPR) Approval,1,2019-04-18,2019-05-14,COMPLETED,26,ADMINISTRATIVE
PRJ-SYN-000028-M-02,PRJ-SYN-000028,Statutory Environmental & Forest Clearance Stage-I,2,2019-11-14,2020-01-07,COMPLETED,54,STATUTORY
PRJ-SYN-000028-M-03,PRJ-SYN-000028,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-06-11,2020-08-10,COMPLETED,60,LAND_ACQUISITION
PRJ-SYN-000028-M-04,PRJ-SYN-000028,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-01-07,2021-03-28,COMPLETED,80,PROCUREMENT
PRJ-SYN-000028-M-05,PRJ-SYN-000028,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2021-09-16,2022-01-15,COMPLETED,121,RIGHT_OF_WAY
PRJ-SYN-000028-M-06,PRJ-SYN-000028,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-07-28,2022-12-12,COMPLETED,137,CIVIL_WORKS
PRJ-SYN-000028-M-07,PRJ-SYN-000028,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-06-08,2023-11-04,COMPLETED,149,CIVIL_WORKS
PRJ-SYN-000028-M-08,PRJ-SYN-000028,"Equipment Installation, Signaling & Substation Integration",8,2024-01-04,2024-07-10,COMPLETED,188,SYSTEMS_EQUIPMENT
PRJ-SYN-000028-M-09,PRJ-SYN-000028,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2024-05-09,2024-11-16,COMPLETED,191,STATUTORY_INSPECTION
PRJ-SYN-000028-M-10,PRJ-SYN-000028,"Final Trial Runs, COD Commercial Operation & Handover",10,2024-08-01,2025-03-09,COMPLETED,220,COMMISSIONING
PRJ-SYN-000029-M-01,PRJ-SYN-000029,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-10-13,2021-10-16,COMPLETED,3,ADMINISTRATIVE
PRJ-SYN-000029-M-02,PRJ-SYN-000029,Statutory Environmental & Forest Clearance Stage-I,2,2022-01-12,2022-02-10,COMPLETED,29,STATUTORY
PRJ-SYN-000029-M-03,PRJ-SYN-000029,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-04-13,2022-05-22,COMPLETED,39,LAND_ACQUISITION
PRJ-SYN-000029-M-04,PRJ-SYN-000029,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-07-14,2022-09-13,COMPLETED,61,PROCUREMENT
PRJ-SYN-000029-M-05,PRJ-SYN-000029,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-11-01,2022-12-29,COMPLETED,58,RIGHT_OF_WAY
PRJ-SYN-000029-M-06,PRJ-SYN-000029,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-03-18,2023-06-09,COMPLETED,83,CIVIL_WORKS
PRJ-SYN-000029-M-07,PRJ-SYN-000029,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-08-02,2023-10-31,COMPLETED,90,CIVIL_WORKS
PRJ-SYN-000029-M-08,PRJ-SYN-000029,"Equipment Installation, Signaling & Substation Integration",8,2023-11-01,2024-02-05,COMPLETED,96,SYSTEMS_EQUIPMENT
PRJ-SYN-000029-M-09,PRJ-SYN-000029,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-12-26,2024-04-19,COMPLETED,115,STATUTORY_INSPECTION
PRJ-SYN-000029-M-10,PRJ-SYN-000029,"Final Trial Runs, COD Commercial Operation & Handover",10,2024-02-01,2024-06-07,COMPLETED,127,COMMISSIONING
PRJ-SYN-000030-M-01,PRJ-SYN-000030,Feasibility Study & Detailed Project Report (DPR) Approval,1,2019-05-14,2019-06-08,COMPLETED,25,ADMINISTRATIVE
PRJ-SYN-000030-M-02,PRJ-SYN-000030,Statutory Environmental & Forest Clearance Stage-I,2,2019-09-18,2019-10-26,COMPLETED,38,STATUTORY
PRJ-SYN-000030-M-03,PRJ-SYN-000030,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-01-24,2020-03-15,COMPLETED,51,LAND_ACQUISITION
PRJ-SYN-000030-M-04,PRJ-SYN-000030,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-05-31,2020-07-16,COMPLETED,46,PROCUREMENT
PRJ-SYN-000030-M-05,PRJ-SYN-000030,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-10-31,2021-01-12,COMPLETED,73,RIGHT_OF_WAY
PRJ-SYN-000030-M-06,PRJ-SYN-000030,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-05-11,2021-08-02,COMPLETED,83,CIVIL_WORKS
PRJ-SYN-000030-M-07,PRJ-SYN-000030,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2021-11-18,2022-02-13,COMPLETED,87,CIVIL_WORKS
PRJ-SYN-000030-M-08,PRJ-SYN-000030,"Equipment Installation, Signaling & Substation Integration",8,2022-03-26,2022-06-23,COMPLETED,89,SYSTEMS_EQUIPMENT
PRJ-SYN-000030-M-09,PRJ-SYN-000030,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-06-10,2022-10-06,COMPLETED,118,STATUTORY_INSPECTION
PRJ-SYN-000030-M-10,PRJ-SYN-000030,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-08-01,2022-11-26,COMPLETED,117,COMMISSIONING
PRJ-SYN-000031-M-01,PRJ-SYN-000031,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-04-22,2021-06-08,COMPLETED,47,ADMINISTRATIVE
PRJ-SYN-000031-M-02,PRJ-SYN-000031,Statutory Environmental & Forest Clearance Stage-I,2,2021-11-24,2022-02-26,COMPLETED,94,STATUTORY
PRJ-SYN-000031-M-03,PRJ-SYN-000031,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-06-28,2022-12-09,COMPLETED,164,LAND_ACQUISITION
PRJ-SYN-000031-M-04,PRJ-SYN-000031,"EPC Tendering, Technical Evaluation & Contract Award",4,2023-01-30,2023-09-04,COMPLETED,217,PROCUREMENT
PRJ-SYN-000031-M-05,PRJ-SYN-000031,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2023-10-17,2024-06-26,COMPLETED,253,RIGHT_OF_WAY
PRJ-SYN-000031-M-06,PRJ-SYN-000031,"Major Substructure, Earthwork & Foundation Works (50%)",6,2024-09-05,2025-07-09,COMPLETED,307,CIVIL_WORKS
PRJ-SYN-000031-M-07,PRJ-SYN-000031,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-07-26,2026-07-12,COMPLETED,351,CIVIL_WORKS
PRJ-SYN-000031-M-08,PRJ-SYN-000031,"Equipment Installation, Signaling & Substation Integration",8,2026-02-27,,DELAYED,630,SYSTEMS_EQUIPMENT
PRJ-SYN-000031-M-09,PRJ-SYN-000031,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-07-06,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-000031-M-10,PRJ-SYN-000031,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-10-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-000032-M-01,PRJ-SYN-000032,Feasibility Study & Detailed Project Report (DPR) Approval,1,2019-12-06,2019-12-08,COMPLETED,2,ADMINISTRATIVE
PRJ-SYN-000032-M-02,PRJ-SYN-000032,Statutory Environmental & Forest Clearance Stage-I,2,2020-06-21,2020-07-18,COMPLETED,27,STATUTORY
PRJ-SYN-000032-M-03,PRJ-SYN-000032,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-01-05,2021-02-07,COMPLETED,33,LAND_ACQUISITION
PRJ-SYN-000032-M-04,PRJ-SYN-000032,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-07-22,2021-09-13,COMPLETED,53,PROCUREMENT
